2024-11-10 16:29:02,252, Сессия началась
2024-11-10 16:29:02,252, Пользователь выполнил команду ls
2024-11-10 16:29:02,252, Пользователь перешел в директорию /home/user
2024-11-10 16:29:02,252, Сессия завершена
2024-11-10 16:33:53,ls
2024-11-10 16:34:14,uptime
2024-11-10 16:35:40,ls
2024-11-10 16:56:39.296544,ls
2024-11-10 16:56:46.761587,cmd
2024-11-10 17:07:38.145824,ls
2024-11-10 22:11:40.235048,лдьлд
2024-11-10 22:11:44.842496,time
2024-11-10 22:12:33.545466,ls
2024-11-10 22:12:50.717744,ls
2024-11-10 22:17:02.843426,ls
2024-11-10 22:35:39.356711,ls
2024-11-10 22:35:52.498749,cd file1.txt
2024-11-10 22:36:11.665441,cd file3.txt
2024-11-10 22:40:36.429545,ls
2024-11-10 22:40:44.631178,cd floder1
2024-11-10 22:41:51.562732,cd folder1
2024-11-10 22:42:50.962371,pwd
2024-11-10 22:42:53.918308,ls
2024-11-10 22:43:09.484513,du
2024-11-10 22:43:18.835980,uptime
2024-11-10 23:55:30.873671,ls
2024-11-11 00:01:37.119223,ls
2024-11-11 12:56:45.323156,ls
2024-11-11 12:57:35.686894,du file.txt
2024-11-11 12:58:05.480090,du
2024-11-11 12:58:11.514723,pwd
2024-11-11 12:58:29.125659,uptime
2024-11-11 12:59:06.738079,cd folder1
2024-11-11 12:59:15.673007,ls
2024-11-11 12:59:44.510698,ls
2024-11-11 13:00:09.567214,exit
2024-11-11 13:24:52.647892,ls
2024-11-11 13:25:00.707295,cd folder1
2024-11-11 13:25:06.450198,du
2024-11-11 13:25:12.470070,pwd
2024-11-11 13:25:31.768439,uptime
2024-11-11 13:25:45.287148,exit
